id,uuid,description,address,data,price,Construction year,Building condition,Asbestos certificate is available,Living area,Bedrooms,Bathrooms,Toilets,Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Inspection report of the electrical installation,Planning permission obtained,Subdivision permit,Possible priority purchase right,Flood zone type Non flood,G-score,Tenement building,Website,Surface of the plot,Connection to sewer network,Proceedings for breach of planning regulations,Latest land use designation,Double glazing
20720232.0,932c921d-70ea-46be-9f94-49262835ed8e,"sorry, there is no english translation. ssssstttt hier ontwaakt tubel! ? wonen langs de schelde in de natuur??  ? duurzaam en kwaliteitsvol woonproject op de rand van het natuurgebied de gentbrugse meersen. ? stijlvolle appartementen met 1-, 2- of 3 slaapkamers. een riante tuin of kies je voor een appartement met de grootste terrassen van gent?  dit alles vind je over 4 meergezinswoningen op een boogscheut van het bruisende centrum van de stad!   info en verkoop: axel lenaerts makelaars gent contacteer ons voor verdere informatie!  verkoop aan 6% btw is mogelijk!",9050        —    gent         ask for the exact address,"[['Building price excluding VAT', '€472,000'], ['Land price excluding taxes', 'Not specified'], ['Building VAT', 'Not specified'], ['Taxes related to land', 'Not specified'], ['Total price including taxes*', 'Not specified'], ['Construction year', '2024'], ['Floor', '1'], ['Number of floors', '2'], ['Number of frontages', '2'], ['Asbestos certificate is available', 'No'], ['Living area', '91', 'm²', 'square meters'], ['Kitchen type', 'Installed'], ['Bedrooms 2'], ['Bathrooms 1'], ['Terrace surface', '58', 'm²', 'square meters'], ['Primary energy consumption', 'Not specified'], ['Energy class', 'Not specified'], ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['E-level (overall energy performance)', '20'], ['Conformity certification for fuel tanks', 'Not specified'], ['Photovoltaic solar panels Yes'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Subdivision permit Yes'], ['Possible priority purchase right Yes'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Kortrijksesteenweg, 390 bus 001', '9000', '- Gent'], ['Website', 'http://www.axellenaerts.be'], ['External reference', '25672 - 8509']]",472000,2024,,No,91 m² square meters,2,1,,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Yes,Yes,zone,,No,http://www.axellenaerts.be,,,No,,Yes
20726819.0,242d8722-8647-4331-b236-753526944f52,-,dendermondsesteenweg 31            box 1             9280        —    lebbeke,"[['Construction year', '2014'], ['Building condition', 'As new'], ['Number of frontages', '3'], ['Outdoor parking spaces 1'], ['Surroundings type Urban'], ['Virtual visit', 'Link to the virtual visit'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '119', 'm²', 'square meters'], ['Living room surface', '49', 'm²', 'square meters'], ['Kitchen type', 'Hyper equipped'], ['Kitchen surface', '15', 'm²', 'square meters'], ['Bedrooms 2'], ['Bedroom 1 surface', '15', 'm²', 'square meters'], ['Bedroom 2 surface', '7', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 1'], ['Furnished', 'No'], ['Terrace Yes'], ['Terrace orientation', 'North East'], ['Primary energy consumption', '97', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'A'], 'No text', ['Reference number of the EPC report', '0003597214'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Mechelsesteenweg 123 bus 1', '9200', '- Dendermonde'], ['Website', 'http://www.immotijl.be'], ['External reference', '6778434']]",349000,2014,As new,Not specified,119 m² square meters,2,1,1,97 kWh/m² kilowatt hour per square meters,A,Not specified,Not specified,Yes,Yes,,,zone,A,No,http://www.immotijl.be,,,,,Yes
20701286.0,228f51ec-70d6-4bd7-911e-57131d107183,"top location in the villa park on 2291m2: large, high-quality villa with poolhouse. large indoor garden, unique opportunity in a prime location (beautiful corner plot: 2 building plots). villa layout: large majestic entrance hall, office, cozy bright large living area with fireplace, fitted kitchen with additional breakfast nook, handy utility room and laundry room, double garage, basement. driveway for multiple cars, indoor garden, and fitted poolhouse/bar. on the upper floor, there is the landing with terrace, 4 large bedrooms, 2 walk-in closets, 2 bathrooms, attic space. visit by appointment with immo beguin: info@immobeguin.be",nachtegaallaan 5             8790        —    waregem,"[['Available date', 'August 15 2025 - 12:00 AM'], ['Neighbourhood or locality', 'West- en Oost-Vlaanderen'], ['Construction year', '1998'], ['Number of floors', '3'], ['Building condition', 'To be done up'], ['Number of frontages', '4'], ['Covered parking spaces 2'], ['Outdoor parking spaces 2'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '400', 'm²', 'square meters'], ['Kitchen type', 'Installed'], ['Bedrooms 4'], ['Bathrooms 2'], ['Shower rooms 2'], ['Toilets 4'], ['Office Yes'], ['Basement Yes'], ['Surface of the plot', '2291', 'm²', 'square meters'], ['Gas, water & electricity', 'Yes'], ['Terrace Yes'], ['Primary energy consumption', '205', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'C'], [], ['Reference number of the EPC report', '20250220-0003534710-res-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Not specified'], ['Heating type', 'Fuel oil'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Subdivision permit Yes'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Roterijstraat 202', '8790', '- Waregem'], ['Website', 'http://www.immobeguin.be/'], ['External reference', '6778841']]",1250000,1998,To be done up,Not specified,400 m² square meters,4,2,4,205 kWh/m² kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Yes,Yes,,,,No,http://www.immobeguin.be/,2291 m² square meters,,,"Living area (residential, urban or rural)",Yes
20190621.0,e368dbd8-e612-4f64-87c4-2c27d1d0904c,"nieuw te bouwen open bebouwing te welle. voorbeeldwoning: indeling volledig naar keuze. onze woningen worden gebouwd met kwalitatieve en duurzame materialen. we voorzien een ruim budget voor de afwerking, zodat u kunt rekenen op een kwalitatieve en duurzame woning. als bouwheer heeft u de vrijheid om de bouwstijl, indeling, materialen en afwerking helemaal naar wens te bepalen. dit zorgt ervoor dat we steeds een correcte prijsberekening kunnen maken, volledig afgestemd op uw vooropgestelde budget. de prijs van de bouwgrond, inclusief de voorbeeldwoning, omvat: btw, registratierechten, bouwcoördinatie, architectenereloon, epb-verslag, veiligheidcoördinatie, blowerdoortest en keuring van de riolering. extra specificaties: ventilatiesysteem d met warmterecuperatiezonnepanelen inbegrepen volgens de epb-voorstudielucht-waterwarmtepomp type daikin althermaplannen vrij te kiezen in overleg met onze huisarchitect meer informatie en het lastenboek zijn beschikbaar op ons kantoor en kunnen op afspraak worden bekomen. neem gerust contact met ons op. bouwen met meerwaarde? dat doe je met nb-projects! bel 053/89.35.95 of stuur een e-mail naar info@nb-projects.be  renovation obligation: unknown",9473        —    welle         ask for the exact address,"[['Building condition', 'Good'], ['Street frontage width', '9 m'], ['Covered parking spaces 1'], ['Asbestos certificate is available', 'No'], ['Living area', '174', 'm²', 'square meters'], ['Living room Yes'], ['Dining room Yes'], ['Kitchen type', 'Hyper equipped'], ['Bedrooms 3'], ['Bathrooms 1'], ['Toilets 2'], ['Laundry room', 'Yes'], ['Attic Yes'], ['Surface of the plot', '4328', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Primary energy consumption', 'Not specified'], ['Energy class', 'Not specified'], ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Not specified'], ['Heat pump Yes'], ['Photovoltaic solar panels Yes'], ['Thermic solar panels No'], ['Double glazing', 'Yes'], ['Obligation to build No'], ['Latest land use designation', 'Another type of area'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'LEOPOLDSTRAAT 162', '9400', '- Ninove'], ['Website', 'http://www.nb-projects.be'], ['External reference', 'NB-TC25012205']]",717603,,Good,No,174 m² square meters,3,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,http://www.nb-projects.be,4328 m² square meters,Connected,,Another type of area,Yes
20721280.0,ce24af3f-c59f-4804-a657-64a7fd7c3c3b,"move-in ready new-build apartment in the heart of geraardsbergen looking for a stylish, energy-efficient apartment in a prime location? this recently built property, just a short walk from the lively center of geraardsbergen, combines comfort, natural light, and modern living.  layout:  entrance hall  spacious and bright living room with open kitchen  handy storage space next to the kitchen  night hall leading to a modern bathroom with bath/shower combo, sink unit, and toilet  1 generously sized bedroom  extra features: ? elevator in the building ? ground-floor storage room ? electrical installation compliant with regulations (arei) ? low energy consumption (epc label a)  this apartment is move-in ready – perfect for singles, couples, or investors looking for hassle-free living in a well-located new development.  ?? interested? reply via the listing and we’ll contact you shortly to schedule a visit.",patersstraat 1            box 4             9500        —    geraardsbergen,"[['Available as of', 'After signing the deed'], ['Construction year', '2007'], ['Building condition', 'Good'], ['Asbestos certificate is available', 'Yes'], ['Living area', '63', 'm²', 'square meters'], ['Living room surface', '27', 'm²', 'square meters'], ['Kitchen type', 'Installed'], ['Kitchen surface', '3', 'm²', 'square meters'], ['Bedrooms 1'], ['Bedroom 1 surface', '13', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 1'], ['Basement Yes'], ['Terrace surface', '1', 'm²', 'square meter'], ['Primary energy consumption', '84', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'A'], [], ['Reference number of the EPC report', '20250212-0003522644-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Subdivision permit Yes'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'D'], ['G-score', 'D'], ['Cadastral income', '€ 843', '843 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Geraardsbergenstraat 13A', '9570', '- Lierde'], ['Website', 'http://www.immodesmet.be'], ['External reference', '8329 - DS25/048']]",175000,2007,Good,Yes,63 m² square meters,1,1,1,84 kWh/m² kilowatt hour per square meters,A,Not specified,Not specified,Yes,Yes,Yes,No,zone,D,No,http://www.immodesmet.be,,,No,,Yes
20716932.0,a84ccc95-96e2-454d-8e92-b00ba768592a,"sorry, there is no english translation. gunstig gelegen instapklare  ruime woning centrum bevere.   indeling : inkomhal met toilet, ruime living met eetplaats en zithoek. ingerichte keuken met extra eetplaats.  aansluitend op de keuken is er een berging met wasplaats.  op het verdiep zijn er 3 slaapkamers, een berging, een dressing en badkamer met ligbad, douche en toilet.  een overdekt terras en aangename tuin met gazon en aanhorigheden vervolledigen deze goed onderhouden woning.  er is tevens ook een inpandige garage.   zie ook de plannen in bijlage.   technische weetjes :  6 zonnepanelen regenput schrijnwerk pvc-hout cv gas geen renovatieplicht . epc b-label elektriciteit conform  deze instapklare  woning is gelegen in het centrum van bevere,  nabij scholen, winkels, station oudenaarde , n60 ronse-gent en recreatiedomein den donk.   maak je afspraak via eefje@immodhondt.be",kortrijkstraat 27            box b             9700        —    oudenaarde,"[['Available as of', 'After signing the deed'], ['Construction year', '2004'], ['Building condition', 'Good'], ['Covered parking spaces 1'], ['Virtual visit', 'Link to the virtual visit'], ['Asbestos certificate is available', 'No'], ['Living area', '160', 'm²', 'square meters'], ['Kitchen type', 'Semi equipped'], ['Bedrooms 3'], ['Bathrooms 1'], ['Toilets 2'], ['Attic Yes'], ['Surface of the plot', '670', 'm²', 'square meters'], ['Gas, water & electricity', 'No'], ['Primary energy consumption', '169', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'B'], [], ['Reference number of the EPC report', '20250117-0003502072-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Subdivision permit Yes'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 741', '741 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Gentiel Antheunisplein 6', '9700', '- Oudenaarde'], ['Website', 'http://www.immodhondt.be'], ['External reference', '3317 - 3953']]",349000,2004,Good,No,160 m² square meters,3,1,2,169 kWh/m² kilowatt hour per square meters,B,Not specified,Not specified,Yes,Yes,Yes,,zone,A,No,http://www.immodhondt.be,670 m² square meters,,,"Living area (residential, urban or rural)",Yes
20726497.0,d0f129ef-31ae-46d0-9aed-e2fb8eaa0265,no description,wachtebekestraat 104             9060        —    zelzate,"[['Construction year', '1938'], ['Number of frontages', '2'], ['Covered parking spaces 1'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '224', 'm²', 'square meters'], ['Living room Yes'], ['Bedrooms 3'], ['Bathrooms 1'], ['Office No'], ['Basement Yes'], ['Furnished', 'No'], ['Armored door No'], ['Surface of the plot', '300', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Primary energy consumption', '225', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'C'], 'No text', ['Reference number of the EPC report', '20250324-0003561056-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'No'], ['E-level (overall energy performance)', '225'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Gas'], ['Heat pump No'], ['Photovoltaic solar panels No'], ['Thermic solar panels No'], ['Common water heater No'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Type of building', 'House'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 547', '547 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Oostkade 2A', '9060', '- Zelzate'], ['Website', 'http://www.era.be/nl/era-ryckaert'], ['External reference', 'a0iTt000001feVZIAY']]",399000,1938,,Not specified,224 m² square meters,3,1,,225 kWh/m² kilowatt hour per square meters,C,Not specified,Not specified,No,Yes,No,No,zone,A,No,http://www.era.be/nl/era-ryckaert,300 m² square meters,Connected,No,"Living area (residential, urban or rural)",Yes
20721002.0,04059f9a-5790-41cf-aa9b-5b2f24a5256d,"sorry, there is no english translation. ligging deze woning is centraal gelegen, met een uitstekende bereikbaarheid dankzij de nabijheid van de e17. deze woning biedt het perfecte evenwicht tussen vlot woon-werkverkeer en een aangename woonomgeving. omschrijving  bij het betreden van deze halfopen bebouwing komt u binnen in een ruime inkomhal, waar zich onder de trap een praktische kelder bevindt. vanuit de inkomhal bereikt u de uitgeruste keuken, die op zijn beurt toegang verleent tot een lichtrijke en ruime woonkamer.  aansluitend aan de keuken bevindt zich een bijzonder praktische wasplaats met extra opbergruimte, die ook toegang geeft tot een apart gastentoilet. een trap vanuit deze ruimte leidt u naar een zolderverdieping die dienst kan doen als opslag, maar zich eveneens uitstekend leent voor het creëren van een extra hobby- of werkruimte.   op de eerste verdieping bevinden zich twee comfortabele, ruime slaapkamers en een badkamer, uitgerust met een moderne inloopdouche, een toilet en een dubbel lavabomeubel. via de nachthal is er tevens toegang tot een tweede zolderruimte met het potentieel om een derde volwaardige slaapkamer te realiseren.  tenslotte beschikt deze woning over een grote, gezellige tuin.   - grote, gezellige tuin - halfopen bebouwing - 2 slaapkamers met mogelijkheid tot 3de slaapkamer voor meer informatie, kijk snel op www.heylenvastgoed.be. interesse in een gratis schatting van uw eigendom? bel 0800/29.223",bazelstraat 339             9150        —    kruibeke,"[['Available as of', 'After signing the deed'], ['Building condition', 'To be done up'], ['Number of frontages', '3'], ['Outdoor parking spaces 2'], ['Asbestos certificate is available', 'Yes'], ['Living area', '155', 'm²', 'square meters'], ['Kitchen type', 'Installed'], ['Bedrooms 2'], ['Bathrooms 1'], ['Toilets 2'], ['Basement Yes'], ['Attic Yes'], ['Surface of the plot', '667', 'm²', 'square meters'], ['Gas, water & electricity', 'No'], ['Primary energy consumption', '554', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'F'], [], ['This building is subject to a renovation obligation', 'Yes'], ['Reference number of the EPC report', '0003417567-RES-1'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heating type', 'Gas'], ['Double glazing', 'Yes'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 439', '439 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Prinses Josephine Charlottelaan 72', '9100', '- Sint-Niklaas'], ['Website', 'http://www.heylenvastgoed.be'], ['External reference', '235022 - WAA-25-TAM-']]",289000,,To be done up,Yes,155 m² square meters,2,1,2,554 kWh/m² kilowatt hour per square meters,F,Not specified,Not specified,Yes,,No,No,zone,A,No,http://www.heylenvastgoed.be,667 m² square meters,,,"Living area (residential, urban or rural)",Yes
20708131.0,59f8216f-e263-4585-b776-8da16db74994,"this energy-efficient property is located in a one-way street near the center. therefore, the current shops, restaurants and public services are all within walking distance. parking is possible in the street itself, as well as in the spacious public parking lot (with charging points) that is located 50m from the house. the house has energy label b (148kwh), the electrical installation is compliant and the property is asbestos-safe!modern & energetic comfort was provided: underfloor heating in combination with central heating, window frames (pvc) with high-performance glazing and extensive insulation of the roof, floor and exterior walls! on the ground floor there is the separate, characterful entrance hall with a separate (guest) toilet and a multipurpose room at the front that can serve as a laundry room, storage room and/or office. there is also access to the living area that is located at the rear of the house. first of all, there is the cozy sitting area with adjoining the bright dining room and adjacent the equipped kitchen with a view and access to the outdoor area, consisting of a paved courtyard and a south-facing city garden. on the first floor there are 3 spacious bedrooms, a technical room, the luxurious bathroom with walk-in shower, bath and sink and the 2nd separate toilet.finally, via the fixed staircase there is access to the spacious, insulated attic space. in short; a ready-to-move-in home with city garden & parking space near the center!",parkstraat 8             9600        —    ronse,"[['Construction year', '1900'], ['Number of floors', '2'], ['Building condition', 'Just renovated'], ['Street frontage width', '5.2 m'], ['Number of frontages', '2'], ['Surroundings type Urban'], ['Asbestos certificate is available', 'Yes'], ['Living area', '162', 'm²', 'square meters'], ['Kitchen type', 'Hyper equipped'], ['Bedrooms 3'], ['Bedroom 1 surface', '20', 'm²', 'square meters'], ['Bedroom 2 surface', '14', 'm²', 'square meters'], ['Bedroom 3 surface', '11', 'm²', 'square meters'], ['Bathrooms 1'], ['Toilets 1'], ['Laundry room', 'Yes'], ['Basement Yes'], ['Furnished', 'No'], ['Surface of the plot', '130', 'm²', 'square meters'], ['Width of the lot on the street', '5 m', 'meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Garden surface', '30', 'm²', 'square meters'], ['Terrace surface', '20', 'm²', 'square meters'], ['Terrace orientation', 'South'], ['Primary energy consumption', '148', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'B'], [], ['Reference number of the EPC report', '3490463'], ['CO₂ emission', '4420 kg CO₂/m²'], ['Yearly theoretical total energy consumption', '148 kWh/year'], ['Inspection report of the electrical installation', 'Yes'], ['As built plan', 'No'], ['Conformity certification for fuel tanks', 'No'], ['Double glazing', 'Yes'], ['Total ground floor buildable', '95', 'm²', 'square meters'], ['Subdivision permit No'], ['Possible priority purchase right Yes'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'D'], ['G-score', 'D'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 418', '418 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Stationstraat 30', '9600', '- Ronse'], ['External reference', '6769004']]",279000,1900,Just renovated,Yes,162 m² square meters,3,1,1,148 kWh/m² kilowatt hour per square meters,B,4420 kg CO₂/m²,148 kWh/year,Yes,,No,Yes,zone,D,No,,130 m² square meters,Connected,No,"Living area (residential, urban or rural)",Yes
20726337.0,9e19cfbc-a184-44af-8b17-70e6435b473f,"nieuw te bouwen halfopen bebouwing te appels. voorbeeldwoning: indeling volledig naar keuze. onze woningen worden gebouwd met kwalitatieve en duurzame materialen. we voorzien een ruim budget voor de afwerking, zodat u kunt rekenen op een kwalitatieve en duurzame woning. als bouwheer heeft u de vrijheid om de bouwstijl, indeling, materialen en afwerking helemaal naar wens te bepalen. dit zorgt ervoor dat we steeds een correcte prijsberekening kunnen maken, volledig afgestemd op uw vooropgestelde budget. de prijs van de bouwgrond, inclusief de voorbeeldwoning, omvat: btw, registratierechten, bouwcoördinatie, architectenereloon, epb-verslag, veiligheidcoördinatie, blowerdoortest en keuring van de riolering. extra specificaties: ventilatiesysteem d met warmterecuperatiezonnepanelen inbegrepen volgens de epb-voorstudielucht-waterwarmtepomp type daikin althermaplannen vrij te kiezen in overleg met onze huisarchitect meer informatie en het lastenboek zijn beschikbaar op ons kantoor en kunnen op afspraak worden bekomen. neem gerust contact met ons op. bouwen met meerwaarde? dat doe je met nb-projects! bel 053/89.35.95 of stuur een e-mail naar info@nb-projects.be  renovation obligation: unknown",9200        —    appels         ask for the exact address,"[['Building condition', 'Good'], ['Street frontage width', '7 m'], ['Asbestos certificate is available', 'No'], ['Living area', '233', 'm²', 'square meters'], ['Living room Yes'], ['Dining room Yes'], ['Bedrooms 3'], ['Dressing room', 'Yes'], ['Bathrooms 1'], ['Toilets 2'], ['Laundry room', 'Yes'], ['Office Yes'], ['Attic Yes'], ['Surface of the plot', '475', 'm²', 'square meters'], ['Connection to sewer network', 'Connected'], ['Primary energy consumption', 'Not specified'], ['Energy class', 'Not specified'], ['Reference number of the EPC report', 'Not specified'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Not specified'], ['Heat pump Yes'], ['Photovoltaic solar panels Yes'], ['Thermic solar panels No'], ['Obligation to build No'], ['Latest land use designation', 'Another type of area'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'LEOPOLDSTRAAT 162', '9400', '- Ninove'], ['Website', 'http://www.nb-projects.be'], ['External reference', 'NB-TC25032501']]",617431,,Good,No,233 m² square meters,3,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,http://www.nb-projects.be,475 m² square meters,Connected,,Another type of area,
20723122.0,e3e41bfd-f050-4ec0-9b61-628f2bfde5cc,no description,sint-sebastiaanslaan 1             8720        —    wakken,"[['Construction year', '2023'], ['Street frontage width', '9 m'], ['Number of frontages', '4'], ['Covered parking spaces 1'], ['Asbestos certificate is available', 'Not specified'], ['Living area', '182', 'm²', 'square meters'], ['Living room surface', '35', 'm²', 'square meters'], ['Kitchen surface', '10', 'm²', 'square meters'], ['Bedrooms 4'], ['Bedroom 1 surface', '12', 'm²', 'square meters'], ['Bedroom 2 surface', '15', 'm²', 'square meters'], ['Bedroom 3 surface', '11', 'm²', 'square meters'], ['Bedroom 4 surface', '13', 'm²', 'square meters'], ['Bathrooms 1'], ['Office No'], ['Furnished', 'No'], ['Armored door No'], ['Surface of the plot', '395', 'm²', 'square meters'], ['Width of the lot on the street', '16 m', 'meters'], ['Connection to sewer network', 'Connected'], ['Gas, water & electricity', 'Yes'], ['Primary energy consumption', '20', 'kWh/m²', 'kilowatt hour per square meters'], ['Energy class', 'A'], [], ['Reference number of the EPC report', '37002-G-OMV_2020137867/EP18299/A001/D01/SD001'], ['CO₂ emission', 'Not specified'], ['Yearly theoretical total energy consumption', 'Not specified'], ['Inspection report of the electrical installation', 'Yes'], ['E-level (overall energy performance)', '20'], ['Conformity certification for fuel tanks', 'Not specified'], ['Heat pump Yes'], ['Photovoltaic solar panels Yes'], ['Thermic solar panels Yes'], ['Common water heater No'], ['Double glazing', 'Yes'], ['Planning permission obtained Yes'], ['Type of building', 'House'], ['Subdivision permit No'], ['Possible priority purchase right No'], ['Proceedings for breach of planning regulations No'], ['Flood zone type Non flood zone'], ['P-score', 'A'], ['G-score', 'A'], ['Latest land use designation', 'Living area (residential, urban or rural)'], ['Cadastral income', '€ 720', '720 €'], ['Tenement building No'], ['Sponsored   Did you fall in Love with a new home? Simulate your mortgage credit for this property and discover your rate.', 'Start your simulation'], ['Address', 'Vredestraat 12', '8700', '- Tielt'], ['Website', 'http://www.era.be/lafaut'], ['External reference', 'a0iTt000001nPXlIAM']]",570000,2023,,Not specified,182 m² square meters,4,1,,20 kWh/m² kilowatt hour per square meters,A,Not specified,Not specified,Yes,Yes,No,No,zone,A,No,http://www.era.be/lafaut,395 m² square meters,Connected,No,"Living area (residential, urban or rural)",Yes
